0,539.7257254372072
1,596.7286025331952
2,652.9872583096462
3,701.5563395138068
4,756.2371349036777
5,820.4775988056397
6,866.0515956157326
7,930.5363339618322
8,972.9777022206687
9,1039.032677095356
10,1077.2045203776026
11,1148.9037508822191
12,1184.9612189903642
13,1242.0311728523768
14,1305.3169362609658
15,1350.635657284931
16,1406.145789901072
17,1472.6822550861039
18,1522.972291216445
19,1578.2663983705352
20,1630.959912564252
21,1674.1237668483072
22,1733.142395656239
23,1796.6250786722137
24,1846.4482947821143
25,1906.4837976342571
26,1959.4594412020313
27,1996.9419270315482
28,2059.0980069794414
29,2121.8848885977054
30,2176.5540468354266
31,2218.5242028005287
32,2279.4918856589516
33,2334.0032384357114
34,2385.1706719468903
35,2440.9948547433173
36,2493.1503520125875
37,2551.3415066830376
38,2598.411087749993
39,2647.0580298755317
40,2718.274287622631
41,2770.5918134446238
42,2813.216643447991
43,2875.3079048423
44,2927.885730689507
45,2970.8153306910317
46,3036.6064119950624
47,3089.779457889215
48,3138.8287339156104
49,3190.2813134797975
50,3250.3604858572494
51,3297.509755573456
52,3352.651633102415
53,3414.546767971549
54,3458.6298486355076
55,3515.831381425036
56,3572.521217936928
57,3627.122996028505
58,3685.03663261756
59,3737.6476559625776
60,3793.226879582355
61,3849.4483030888564
62,3905.5853524349395
63,3943.0949358662397
64,4011.9160170866994
65,4059.304305814804
66,4115.371978325392
67,4171.6041636050695
68,4221.826952617986
69,4268.3379981866565
70,4321.892635952317
71,4376.0214043864025
72,4448.390955356038
73,4495.981198264752
74,4549.482349046946
75,4608.712588985067
76,4664.074706240321
77,4709.79330613966
78,4766.737753975486
79,4809.369730582088
80,4879.871068815728
81,4922.05826259491
82,4984.010069888505
83,5030.233701730121
84,5082.867471968724
85,5145.356815639384
86,5203.9022170953485
87,5255.601074307226
88,5296.440748034416
89,5360.728484696448
90,5423.567764379249
91,5473.179514709967
92,5518.154365337149
93,5581.447450136859
94,5623.513490982589
95,5681.719540892055
96,5745.352798144139
97,5787.46076742437
98,5849.490844186492
99,5901.012023612884
